id|song_name|artist|lyric|lyric_by_e|lang|lyric_length|eval|misogy_estr
803|Esta Noche O Nunca|Antonio Machín|Esta noche o nunca Óyelo bien Has de ser mi dueña Tiene que ser Mañana cuando el sol Anuncie nuestro amor Habrá un nuevo altar En cada corazónEsta noche o nunca Óyelo bien Dios así lo quiere Y yo también Nada, Hoy podrá apartarnos Esta noche o nunca Óyelo bienEsta noche o nunca Óyelo bien Dios así lo quiere Y yo también Nada, Hoy podrá apartarnos Esta noche o nunca Óyelo bien|Esta noche o nunca Óyelo bien Has de ser mi dueña Tiene que ser Mañana cuando el sol Anuncie nuestro amor Habrá un nuevo altar En cada corazón<>Esta noche o nunca Óyelo bien Dios así lo quiere Y yo también Nada, Hoy podrá apartarnos Esta noche o nunca Óyelo bien<>Esta noche o nunca Óyelo bien Dios así lo quiere Y yo también Nada, Hoy podrá apartarnos Esta noche o nunca Óyelo bien<>|es|378|[('active', 13.03611546754837), ('stereotype', 7.9349584877491), ('sexual_harassment', 5.133066698908806), ('dominance', 3.786107897758484)]|('Esta noche o nunca Óyelo bien Dios así lo quiere Y yo también Nada, Hoy podrá apartarnos Esta noche o nunca Óyelo bien', ('stereotype', 2.637978084385395), 0)
805|Cosa de Dos|Eugenia León|Mi amor es cosa sólo de dos por qué tengo que explicar lo que es mi forma de amar y de vivir No se por qué yo he de conceder y darles cuenta y razón de lo que mis actos son o van a serEs cosa sólo de dos donde los dos valen lo mismo más que el amor de nuestro amor amo la libertadEs fácil de comprender somos los dos no importa el resto somos tú y yo la libertad nada más que agregar, mi amor es cosa sólo de dos.Mi amor es cosa sólo de dos por qué tengo que explicar lo que es mi forma de amar y de vivirNo sé por qué yo he de conceder y darles cuenta y razón de lo que mis actos son o van a serEs cosa sólo de dos donde los dos valen lo mismo, más que el amor de nuestro amor amo la libertadEs fácil de comprender somos los dos no importa el resto somos tú y yo la libertad nada más que agregar mi amor|Mi amor es cosa sólo de dos por qué tengo que explicar lo que es mi forma de amar y de vivir No se por qué yo he de conceder y darles cuenta y razón de lo que mis actos son o van a ser<>Es cosa sólo de dos donde los dos valen lo mismo más que el amor de nuestro amor amo la libertad<>Es fácil de comprender somos los dos no importa el resto somos tú y yo la libertad nada más que agregar, mi amor es cosa sólo de dos.<>Mi amor es cosa sólo de dos por qué tengo que explicar lo que es mi forma de amar y de vivir<>No sé por qué yo he de conceder y darles cuenta y razón de lo que mis actos son o van a ser<>Es cosa sólo de dos donde los dos valen lo mismo, más que el amor de nuestro amor amo la libertad<>Es fácil de comprender somos los dos no importa el resto somos tú y yo la libertad nada más que agregar mi amor<>|es|804|[('active', 2.209981717169285), ('stereotype', 1.5631765127182007), ('sexual_harassment', 1.3949163258075714), ('dominance', 1.341872476041317)]|('Es fácil de comprender somos los dos no importa el resto somos tú y yo la libertad nada más que agregar mi amor', ('sexual_harassment', 3.7981968373060226), 0)
807|Fuera Del Mundo|Oscar Chavez|Voy a buscarte, voy a encontrarte Voy a llevarte Fuera del mundo, fuera del mundoTú y yo, nosotros dos Ahora, así, aquí Fuera del mundo, fuera del mundo Fuera del mundoTú y yo, nosotros dos Ahora, así, aquí Fuera del mundo, fuera del mundo Fuera del mundoFuera del mundo, fuera del mundo Fuera del mundo, fuera del mundo|Voy a buscarte, voy a encontrarte Voy a llevarte Fuera del mundo, fuera del mundo<>Tú y yo, nosotros dos Ahora, así, aquí Fuera del mundo, fuera del mundo Fuera del mundo<>Tú y yo, nosotros dos Ahora, así, aquí Fuera del mundo, fuera del mundo Fuera del mundo<>Fuera del mundo, fuera del mundo Fuera del mundo, fuera del mundo<>|es|320|[('active', 9.51998308300972), ('sexual_harassment', 5.988646671175957), ('dominance', 4.874840751290321), ('stereotype', 3.005760721862316)]|('Fuera del mundo, fuera del mundo Fuera del mundo, fuera del mundo', ('stereotype', 4.051947221159935), 0)
808|Dime Cuando Comenzo El Dolor|Ely Guerra|Desde cuando te empeze a amar desde cuando te empeze a amar desde cuano comenzo el dolor desde cuando comenzo el dolor (2x)Amores perros (3x)Desde cuando te empeze a amar desde cuando te empeze a amar desde cuando te empeze a amar amar...amar...|Desde cuando te empeze a amar desde cuando te empeze a amar desde cuano comenzo el dolor desde cuando comenzo el dolor (2x)<>Amores perros (3x)<>Desde cuando te empeze a amar desde cuando te empeze a amar desde cuando te empeze a amar amar...amar...<>|es|245|[('active', 3.968941420316696), ('sexual_harassment', 2.406328171491623), ('stereotype', 2.0365366712212563), ('dominance', 1.289580576121807)]|('Desde cuando te empeze a amar desde cuando te empeze a amar desde cuando te empeze a amar amar...amar...', ('sexual_harassment', 34.10517871379852), 0)
809|Ir Mas Adentro|Ely Guerra|Hoy no quiero ni pensar en lo que puede pasar, en lo que puede ocurrir al besar la realidad - Por qué no retroceder?Hoy no quiero complacer a lo dicta mi ley hoy busco desconocer los rituales que invente - Por qué no retroceder?Hoy me quiero transformar en lo que no logré ser, en la metáfora que aún me cuesta comprender - Por qué no retroceder?Ir más adentro y abrazar el tiempo que se fuga lento Ir más adentro y cambiar la dirección por un momentoRomper las cadenas que amarran mis días Romper las cadenas y darte mis días tan sólo a tí.Hoy me quiero sostener de las palabras que son dificil de comprender, binvenida la ficción!Hoy me quiero arrojar al mismo abismo que nunca decidí desafiar y vivir su realidad - Por qué no retroceder?|Hoy no quiero ni pensar en lo que puede pasar, en lo que puede ocurrir al besar la realidad - Por qué no retroceder?<>Hoy no quiero complacer a lo dicta mi ley hoy busco desconocer los rituales que invente - Por qué no retroceder?<>Hoy me quiero transformar en lo que no logré ser, en la metáfora que aún me cuesta comprender - Por qué no retroceder?<>Ir más adentro y abrazar el tiempo que se fuga lento Ir más adentro y cambiar la dirección por un momento<>Romper las cadenas que amarran mis días Romper las cadenas y darte mis días tan sólo a tí.<>Hoy me quiero sostener de las palabras que son dificil de comprender, binvenida la ficción!<>Hoy me quiero arrojar al mismo abismo que nunca decidí desafiar y vivir su realidad - Por qué no retroceder?<>|es|740|[('active', 2.007552608847618), ('stereotype', 1.3782130554318428), ('sexual_harassment', 1.3590656220912933), ('dominance', 1.3583836145699024)]|('Hoy me quiero arrojar al mismo abismo que nunca decidí desafiar y vivir su realidad - Por qué no retroceder?', ('dominance', 1.8441274762153625), 0)
811|Yo Te Perdono|Juan Gabriel|Aunque tu tengas la culpa de toda mi soledad sin ti aprendi tantas cosas entre ellas perdonarYo te perdono de veras sin recordar tu traicion para mi es la experiencia mas grande de mi amorContigo yo no lo niego fui mucho y muy feliz y ahora que sin ti vivo no puedo decirQue no vale la pena llorar mas por ti por que yo estoy llorando  desde que tu te fuiste pero a ti que te importa  si no sabes de miPero yo te perdono  toda tu ingrata ausencia no importa que a mi vida la hayas vuelto infelizContigo yo no lo niego fui mucho y muy feliz y ahora que sin ti vivo no puedo decir Que no, que no vale la pena llorar mas por ti por que yo estoy llorando  desde que tu te fuistesPero a ti que te importa  si no sabes de mi pero yo te perdono  toda tu ingrata ausencia no importa que a mi vidaLa hayas vuelto infeliz  la hayas vuelto infeliz  la hayas vuelto infeliz|Aunque tu tengas la culpa de toda mi soledad sin ti aprendi tantas cosas entre ellas perdonar<>Yo te perdono de veras sin recordar tu traicion para mi es la experiencia mas grande de mi amor<>Contigo yo no lo niego fui mucho y muy feliz y ahora que sin ti vivo no puedo decir<>Que no vale la pena llorar mas por ti por que yo estoy llorando  desde que tu te fuiste pero a ti que te importa  si no sabes de mi<>Pero yo te perdono  toda tu ingrata ausencia no importa que a mi vida la hayas vuelto infeliz<>Contigo yo no lo niego fui mucho y muy feliz y ahora que sin ti vivo no puedo decir <>Que no, que no vale la pena llorar mas por ti por que yo estoy llorando  desde que tu te fuistes<>Pero a ti que te importa  si no sabes de mi pero yo te perdono  toda tu ingrata ausencia no importa que a mi vida<>La hayas vuelto infeliz  la hayas vuelto infeliz  la hayas vuelto infeliz<>|es|861|[('active', 13.020488619804382), ('sexual_harassment', 4.971226304769516), ('stereotype', 4.202630743384361), ('discredit', 1.853293739259243)]|('La hayas vuelto infeliz  la hayas vuelto infeliz  la hayas vuelto infeliz', ('discredit', 40.283891558647156), 0)
812|Amor Propio|Juan Gabriel|Mañana, cuando amanezca Será otro día, yo estaré lejos Cuando el sol salga, mirarás todo distinto Y sé que llorarás Cuando amanezca, cuánta tristeza tú sentirás.Mañana, cuando estés sola y Tengas ganas de estar conmigo Comprenderás que fue un error Haberme dicho que me olvide de tu amor Y de insistirme que me fuera por favorAntes de que salga el sol, iré muy lejos Y entre otras calles de otras ciudades, De otros paises te olvidaré Me perderé entre cariños, entre canciones, Entre amistades buscando amor, Buscando ayuda, buscando alivio a este dolorY aunque me pidas volver, no volvería Dios guarde el día, ya no podría, No volvería, volver ya no Y aunque me muera sin tus brazos Yo no voy a llorar, no voy a sufrir No le haré más caso a mi corazón Que me pide por dios ya vuelva a tu lado|Mañana, cuando amanezca Será otro día, yo estaré lejos Cuando el sol salga, mirarás todo distinto Y sé que llorarás Cuando amanezca, cuánta tristeza tú sentirás.<>Mañana, cuando estés sola y Tengas ganas de estar conmigo Comprenderás que fue un error Haberme dicho que me olvide de tu amor Y de insistirme que me fuera por favor<>Antes de que salga el sol, iré muy lejos Y entre otras calles de otras ciudades, De otros paises te olvidaré Me perderé entre cariños, entre canciones, Entre amistades buscando amor, Buscando ayuda, buscando alivio a este dolor<>Y aunque me pidas volver, no volvería Dios guarde el día, ya no podría, No volvería, volver ya no Y aunque me muera sin tus brazos Yo no voy a llorar, no voy a sufrir No le haré más caso a mi corazón Que me pide por dios ya vuelva a tu lado<>|es|793|[('active', 12.168317288160324), ('sexual_harassment', 8.06053802371025), ('stereotype', 5.477434769272804), ('dominance', 2.5362910702824593)]|('Y aunque me pidas volver, no volvería Dios guarde el día, ya no podría, No volvería, volver ya no Y aunque me muera sin tus brazos Yo no voy a llorar, no voy a sufrir No le haré más caso a mi corazón Que me pide por dios ya vuelva a tu lado', ('sexual_harassment', 25.965961813926697), 0)
813|Esto No Se Le Hace a Nadie|Juan Gabriel|ú viniste nada más a ilusionarme, finalmente conseguiste enamorarme, sucedieron muchas cosas muy hermosas, muchas otras que no quiero ni acordarme.Cuando tú llegaste a mi yo estaba solo, y más solo estoy sin ti y más que triste, me entregue y me acostumbre a tus maneras de querer que ahora estoy mucho peor que cuando viniste.Tus libros, tus cosas, tus discos, tus fotos, tu ropa, de ti yo no tengo ni un solo recuerdo para yo extrañarte un poco.Todo te has llevado, lo que me has dejado es sólo: pena, tristeza, dolor y quebrantos preguntas, suspiros y llanto, y como compañía a la soledad.Tú llegaste y me encontraste cantando, tú te fuiste y me dejaste llorando, yo ahora te pregunto ¿por qué te has llevado mi felicidad?|ú viniste nada más a ilusionarme, finalmente conseguiste enamorarme, sucedieron muchas cosas muy hermosas, muchas otras que no quiero ni acordarme.<>Cuando tú llegaste a mi yo estaba solo, y más solo estoy sin ti y más que triste, me entregue y me acostumbre a tus maneras de querer que ahora estoy mucho peor que cuando viniste.<>Tus libros, tus cosas, tus discos, tus fotos, tu ropa, de ti yo no tengo ni un solo recuerdo para yo extrañarte un poco.<>Todo te has llevado, lo que me has dejado es sólo: pena, tristeza, dolor y quebrantos preguntas, suspiros y llanto, y como compañía a la soledad.<>Tú llegaste y me encontraste cantando, tú te fuiste y me dejaste llorando, yo ahora te pregunto ¿por qué te has llevado mi felicidad?<>|es|725|[('active', 5.874143168330193), ('stereotype', 4.272536560893059), ('sexual_harassment', 3.6286327987909317), ('dominance', 2.9990576207637787)]|('Tú llegaste y me encontraste cantando, tú te fuiste y me dejaste llorando, yo ahora te pregunto ¿por qué te has llevado mi felicidad?', ('stereotype', 10.249939560890198), 0)
824|Escríbeme|Altemar Dutra|Son tus cartas mi esperanza mis temores, mi alegría y aunque sean tonterías escríbeme, escríbemeTu silencio me acongoja me preocupa y predispone y aunque sea con borrones escríbeme, escríbemeMe hacen más falta tus cartas que la misma vida mía lo mejor morir sería si algún día me olvidarasCuando llegan a mis manos su lectura me conmueve y aunque sean malas nuevas escríbeme, escríbeme|Son tus cartas mi esperanza mis temores, mi alegría y aunque sean tonterías escríbeme, escríbeme<>Tu silencio me acongoja me preocupa y predispone y aunque sea con borrones escríbeme, escríbeme<>Me hacen más falta tus cartas que la misma vida mía lo mejor morir sería si algún día me olvidaras<>Cuando llegan a mis manos su lectura me conmueve y aunque sean malas nuevas escríbeme, escríbeme<>|es|385|[('stereotype', 2.8823165223002434), ('passive', 2.616351470351219), ('active', 2.2442732006311417), ('discredit', 1.8558133393526077)]|('Cuando llegan a mis manos su lectura me conmueve y aunque sean malas nuevas escríbeme, escríbeme', ('passive', 46.98333740234375), 1)
826|Peleas|Altemar Dutra|Mira bien lo que hacemos los dos siempre peleando asisi despues vamos a sonreir besarnos mucho masPara que acabar este amor amor que es nuestra vida para que destruir la ilusion y hacer nuestra separacionSufro yo y tu sufres tambien por cosas sin razon y el amor en momentos asi puede un poquito masY al morir sufrimos mas y mas llorando asi en esta soledad pues sin amor ni tu ni yo vivimos masY al morir sufrimos mas y mas llorando asi en esta soledad pues sin amor ni tu ni yo vivimos mas|Mira bien lo que hacemos los dos siempre peleando asi<>si despues vamos a sonreir besarnos mucho mas<>Para que acabar este amor amor que es nuestra vida para que destruir la ilusion y hacer nuestra separacion<>Sufro yo y tu sufres tambien por cosas sin razon y el amor en momentos asi puede un poquito mas<>Y al morir sufrimos mas y mas llorando asi en esta soledad pues sin amor ni tu ni yo vivimos mas<>Y al morir sufrimos mas y mas llorando asi en esta soledad pues sin amor ni tu ni yo vivimos mas<>|es|491|[('active', 2.489921450614929), ('stereotype', 1.638924516737461), ('sexual_harassment', 1.4242388308048248), ('dominance', 1.4166051521897316)]|('Y al morir sufrimos mas y mas llorando asi en esta soledad pues sin amor ni tu ni yo vivimos mas', ('stereotype', 3.211826831102371), 0)
